Team,Conf,Season,Game,Home,Away,Points,Points Against,Date
Oregon,Pac-12,2021,Oregon vs Washington State,Oregon,Washington State,38,24,2021-11-14T03:30:00.000Z
Washington State,Pac-12,2021,Washington State vs Arizona,Washington State,Arizona,44,18,2021-11-20T02:00:00.000Z
Mississippi State,SEC,2021,Mississippi State vs Tennessee State,Mississippi State,Tennessee State,55,10,2021-11-20T17:00:00.000Z
Georgia,SEC,2021,Georgia vs Charleston Southern,Georgia,Charleston Southern,56,7,2021-11-20T17:00:00.000Z
Texas A&M,SEC,2021,Texas A&M vs Prairie View A&M,Texas A&M,Prairie View A&M,52,3,2021-11-20T17:00:00.000Z
Kentucky,SEC,2021,Kentucky vs New Mexico State,Kentucky,New Mexico State,56,16,2021-11-20T17:00:00.000Z
Colorado,Pac-12,2021,Colorado vs Washington,Colorado,Washington,20,17,2021-11-20T20:00:00.000Z
Alabama,SEC,2021,Alabama vs Arkansas,Alabama,Arkansas,42,35,2021-11-20T20:30:00.000Z
Missouri,SEC,2021,Missouri vs Florida,Missouri,Florida,24,23,2021-11-20T21:00:00.000Z
USC,Pac-12,2021,USC vs UCLA,USC,UCLA,33,62,2021-11-20T21:00:00.000Z
South Carolina,SEC,2021,South Carolina vs Auburn,South Carolina,Auburn,21,17,2021-11-21T00:00:00.000Z
Stanford,Pac-12,2021,Stanford vs California,Stanford,California,11,41,2021-11-21T00:00:00.000Z
Utah,Pac-12,2021,Utah vs Oregon,Utah,Oregon,38,7,2021-11-21T00:30:00.000Z
Ole Miss,SEC,2021,Ole Miss vs Vanderbilt,Ole Miss,Vanderbilt,31,17,2021-11-21T00:30:00.000Z
Tennessee,SEC,2021,Tennessee vs South Alabama,Tennessee,South Alabama,60,14,2021-11-21T00:30:00.000Z
LSU,SEC,2021,LSU vs UL Monroe,LSU,UL Monroe,27,14,2021-11-21T02:00:00.000Z
Oregon State,Pac-12,2021,Oregon State vs Arizona State,Oregon State,Arizona State,24,10,2021-11-21T03:30:00.000Z
Mississippi State,SEC,2021,Mississippi State vs Ole Miss,Mississippi State,Ole Miss,21,31,2021-11-26T00:30:00.000Z
Arkansas,SEC,2021,Arkansas vs Missouri,Arkansas,Missouri,34,17,2021-11-26T20:30:00.000Z
Utah,Pac-12,2021,Utah vs Colorado,Utah,Colorado,28,13,2021-11-26T21:00:00.000Z
Washington,Pac-12,2021,Washington vs Washington State,Washington,Washington State,13,40,2021-11-27T01:00:00.000Z
Florida,SEC,2021,Florida vs Florida State,Florida,Florida State,24,21,2021-11-27T17:00:00.000Z
Georgia Tech,ACC,2021,Georgia Tech vs Georgia,Georgia Tech,Georgia,0,45,2021-11-27T17:00:00.000Z
Auburn,SEC,2021,Auburn vs Alabama,Auburn,Alabama,22,24,2021-11-27T20:30:00.000Z
Oregon,Pac-12,2021,Oregon vs Oregon State,Oregon,Oregon State,38,29,2021-11-27T20:30:00.000Z
Tennessee,SEC,2021,Tennessee vs Vanderbilt,Tennessee,Vanderbilt,45,21,2021-11-27T20:45:00.000Z
Arizona State,Pac-12,2021,Arizona State vs Arizona,Arizona State,Arizona,38,15,2021-11-27T21:00:00.000Z
LSU,SEC,2021,LSU vs Texas A&M,LSU,Texas A&M,27,24,2021-11-28T00:00:00.000Z
Louisville,ACC,2021,Louisville vs Kentucky,Louisville,Kentucky,21,52,2021-11-28T00:30:00.000Z
South Carolina,SEC,2021,South Carolina vs Clemson,South Carolina,Clemson,0,30,2021-11-28T00:30:00.000Z
Stanford,Pac-12,2021,Stanford vs Notre Dame,Stanford,Notre Dame,14,45,2021-11-28T01:00:00.000Z
USC,Pac-12,2021,USC vs BYU,USC,BYU,31,35,2021-11-28T03:30:00.000Z
UCLA,Pac-12,2021,UCLA vs California,UCLA,California,42,14,2021-11-28T03:30:00.000Z
Utah,Pac-12,2021,Utah vs Oregon,Utah,Oregon,38,10,2021-12-04T01:00:00.000Z
Alabama,SEC,2021,Alabama vs Georgia,Alabama,Georgia,41,24,2021-12-04T21:00:00.000Z
California,Pac-12,2021,California vs USC,California,USC,24,14,2021-12-05T04:00:00.000Z
Hawai'i,Mountain West,2022,Hawai'i vs Vanderbilt,Hawai'i,Vanderbilt,10,63,2022-08-28T02:30:00.000Z
Tennessee,SEC,2022,Tennessee vs Ball State,Tennessee,Ball State,59,10,2022-09-01T23:00:00.000Z
Missouri,SEC,2022,Missouri vs Louisiana Tech,Missouri,Louisiana Tech,52,24,2022-09-02T00:00:00.000Z
Arizona State,Pac-12,2022,Arizona State vs Northern Arizona,Arizona State,Northern Arizona,40,3,2022-09-02T02:00:00.000Z
Colorado,Pac-12,2022,Colorado vs TCU,Colorado,TCU,13,38,2022-09-03T02:00:00.000Z
Texas A&M,SEC,2022,Texas A&M vs Sam Houston,Texas A&M,Sam Houston,31,0,2022-09-03T16:00:00.000Z
UCLA,Pac-12,2022,UCLA vs Bowling Green,UCLA,Bowling Green,45,17,2022-09-03T18:30:00.000Z
Arkansas,SEC,2022,Arkansas vs Cincinnati,Arkansas,Cincinnati,31,24,2022-09-03T19:30:00.000Z
Georgia,SEC,2022,Georgia vs Oregon,Georgia,Oregon,49,3,2022-09-03T19:30:00.000Z
San Diego State,Mountain West,2022,San Diego State vs Arizona,San Diego State,Arizona,20,38,2022-09-03T19:30:00.000Z
Ole Miss,SEC,2022,Ole Miss vs Troy,Ole Miss,Troy,28,10,2022-09-03T20:00:00.000Z
California,Pac-12,2022,California vs UC Davis,California,UC Davis,34,13,2022-09-03T20:00:00.000Z
USC,Pac-12,2022,USC vs Rice,USC,Rice,66,14,2022-09-03T22:00:00.000Z
Florida,SEC,2022,Florida vs Utah,Florida,Utah,29,26,2022-09-03T23:00:00.000Z
Auburn,SEC,2022,Auburn vs Mercer,Auburn,Mercer,42,16,2022-09-03T23:00:00.000Z
Kentucky,SEC,2022,Kentucky vs Miami (OH),Kentucky,Miami (OH),37,13,2022-09-03T23:00:00.000Z
Vanderbilt,SEC,2022,Vanderbilt vs Elon,Vanderbilt,Elon,42,31,2022-09-03T23:00:00.000Z
South Carolina,SEC,2022,South Carolina vs Georgia State,South Carolina,Georgia State,35,14,2022-09-03T23:30:00.000Z
Mississippi State,SEC,2022,Mississippi State vs Memphis,Mississippi State,Memphis,49,23,2022-09-03T23:30:00.000Z
Alabama,SEC,2022,Alabama vs Utah State,Alabama,Utah State,55,0,2022-09-03T23:30:00.000Z
Stanford,Pac-12,2022,Stanford vs Colgate,Stanford,Colgate,41,10,2022-09-04T00:00:00.000Z
Washington State,Pac-12,2022,Washington State vs Idaho,Washington State,Idaho,24,17,2022-09-04T01:30:00.000Z
Oregon State,Pac-12,2022,Oregon State vs Boise State,Oregon State,Boise State,34,17,2022-09-04T02:30:00.000Z
Washington,Pac-12,2022,Washington vs Kent State,Washington,Kent State,45,20,2022-09-04T02:30:00.000Z
Florida State,ACC,2022,Florida State vs LSU,Florida State,LSU,24,23,2022-09-04T23:30:00.000Z
Texas,Big 12,2022,Texas vs Alabama,Texas,Alabama,19,20,2022-09-10T16:00:00.000Z
Arkansas,SEC,2022,Arkansas vs South Carolina,Arkansas,South Carolina,44,30,2022-09-10T16:00:00.000Z
Vanderbilt,SEC,2022,Vanderbilt vs Wake Forest,Vanderbilt,Wake Forest,25,45,2022-09-10T16:00:00.000Z
Kansas State,Big 12,2022,Kansas State vs Missouri,Kansas State,Missouri,40,12,2022-09-10T16:00:00.000Z
Utah,Pac-12,2022,Utah vs Southern Utah,Utah,Southern Utah,73,7,2022-09-10T17:30:00.000Z
Air Force,Mountain West,2022,Air Force vs Colorado,Air Force,Colorado,41,10,2022-09-10T19:30:00.000Z
Wisconsin,Big Ten,2022,Wisconsin vs Washington State,Wisconsin,Washington State,14,17,2022-09-10T19:30:00.000Z
Texas A&M,SEC,2022,Texas A&M vs App State,Texas A&M,App State,14,17,2022-09-10T19:30:00.000Z
Pittsburgh,ACC,2022,Pittsburgh vs Tennessee,Pittsburgh,Tennessee,27,34,2022-09-10T19:30:00.000Z
California,Pac-12,2022,California vs UNLV,California,UNLV,20,14,2022-09-10T20:00:00.000Z
Georgia,SEC,2022,Georgia vs Samford,Georgia,Samford,33,0,2022-09-10T20:00:00.000Z
Washington,Pac-12,2022,Washington vs Portland State,Washington,Portland State,52,6,2022-09-10T20:00:00.000Z
UCLA,Pac-12,2022,UCLA vs Alabama State,UCLA,Alabama State,45,7,2022-09-10T21:00:00.000Z
Florida,SEC,2022,Florida vs Kentucky,Florida,Kentucky,16,26,2022-09-10T23:00:00.000Z
Ole Miss,SEC,2022,Ole Miss vs Central Arkansas,Ole Miss,Central Arkansas,59,3,2022-09-10T23:00:00.000Z
Oklahoma State,Big 12,2022,Oklahoma State vs Arizona State,Oklahoma State,Arizona State,34,17,2022-09-10T23:30:00.000Z
Auburn,SEC,2022,Auburn vs San José State,Auburn,San José State,24,16,2022-09-10T23:30:00.000Z
LSU,SEC,2022,LSU vs Southern,LSU,Southern,65,17,2022-09-10T23:30:00.000Z
Stanford,Pac-12,2022,Stanford vs USC,Stanford,USC,28,41,2022-09-10T23:30:00.000Z
Oregon,Pac-12,2022,Oregon vs Eastern Washington,Oregon,Eastern Washington,70,14,2022-09-11T00:30:00.000Z
Fresno State,Mountain West,2022,Fresno State vs Oregon State,Fresno State,Oregon State,32,35,2022-09-11T02:30:00.000Z
Arizona,Pac-12,2022,Arizona vs Mississippi State,Arizona,Mississippi State,17,39,2022-09-11T03:00:00.000Z
Missouri,SEC,2022,Missouri vs Abilene Christian,Missouri,Abilene Christian,34,17,2022-09-17T16:00:00.000Z
South Carolina,SEC,2022,South Carolina vs Georgia,South Carolina,Georgia,7,48,2022-09-17T16:00:00.000Z
Kentucky,SEC,2022,Kentucky vs Youngstown State,Kentucky,Youngstown State,31,0,2022-09-17T16:00:00.000Z
UCLA,Pac-12,2022,UCLA vs South Alabama,UCLA,South Alabama,32,31,2022-09-17T18:00:00.000Z
Notre Dame,FBS Independents,2022,Notre Dame vs California,Notre Dame,California,24,17,2022-09-17T18:30:00.000Z
Northern Illinois,Mid-American,2022,Northern Illinois vs Vanderbilt,Northern Illinois,Vanderbilt,28,38,2022-09-17T19:30:00.000Z
Oregon,Pac-12,2022,Oregon vs BYU,Oregon,BYU,41,20,2022-09-17T19:30:00.000Z
Georgia Tech,ACC,2022,Georgia Tech vs Ole Miss,Georgia Tech,Ole Miss,0,42,2022-09-17T19:30:00.000Z
Auburn,SEC,2022,Auburn vs Penn State,Auburn,Penn State,12,41,2022-09-17T19:30:00.000Z
Minnesota,Big Ten,2022,Minnesota vs Colorado,Minnesota,Colorado,49,7,2022-09-17T19:30:00.000Z
Alabama,SEC,2022,Alabama vs UL Monroe,Alabama,UL Monroe,63,7,2022-09-17T20:00:00.000Z
Washington State,Pac-12,2022,Washington State vs Colorado State,Washington State,Colorado State,38,7,2022-09-17T21:00:00.000Z
LSU,SEC,2022,LSU vs Mississippi State,LSU,Mississippi State,31,16,2022-09-17T22:00:00.000Z
Arkansas,SEC,2022,Arkansas vs Missouri State,Arkansas,Missouri State,38,27,2022-09-17T23:00:00.000Z
Tennessee,SEC,2022,Tennessee vs Akron,Tennessee,Akron,63,6,2022-09-17T23:00:00.000Z
Florida,SEC,2022,Florida vs South Florida,Florida,South Florida,31,28,2022-09-17T23:30:00.000Z
Washington,Pac-12,2022,Washington vs Michigan State,Washington,Michigan State,39,28,2022-09-17T23:30:00.000Z
Oregon State,Pac-12,2022,Oregon State vs Montana State,Oregon State,Montana State,68,28,2022-09-18T00:00:00.000Z
Texas A&M,SEC,2022,Texas A&M vs Miami,Texas A&M,Miami,17,9,2022-09-18T01:00:00.000Z
Utah,Pac-12,2022,Utah vs San Diego State,Utah,San Diego State,35,7,2022-09-18T02:00:00.000Z
USC,Pac-12,2022,USC vs Fresno State,USC,Fresno State,45,17,2022-09-18T02:30:00.000Z
Arizona State,Pac-12,2022,Arizona State vs Eastern Michigan,Arizona State,Eastern Michigan,21,30,2022-09-18T03:00:00.000Z
Arizona,Pac-12,2022,Arizona vs North Dakota State,Arizona,North Dakota State,31,28,2022-09-18T03:00:00.000Z
Mississippi State,SEC,2022,Mississippi State vs Bowling Green,Mississippi State,Bowling Green,45,14,2022-09-24T16:00:00.000Z
Auburn,SEC,2022,Auburn vs Missouri,Auburn,Missouri,17,14,2022-09-24T16:00:00.000Z
Georgia,SEC,2022,Georgia vs Kent State,Georgia,Kent State,39,22,2022-09-24T16:00:00.000Z
Colorado,Pac-12,2022,Colorado vs UCLA,Colorado,UCLA,17,45,2022-09-24T18:00:00.000Z
Tennessee,SEC,2022,Tennessee vs Florida,Tennessee,Florida,38,33,2022-09-24T19:30:00.000Z
Washington State,Pac-12,2022,Washington State vs Oregon,Washington State,Oregon,41,44,2022-09-24T20:00:00.000Z
Ole Miss,SEC,2022,Ole Miss vs Tulsa,Ole Miss,Tulsa,35,27,2022-09-24T20:00:00.000Z
California,Pac-12,2022,California vs Arizona,California,Arizona,49,31,2022-09-24T21:30:00.000Z
Kentucky,SEC,2022,Kentucky vs Northern Illinois,Kentucky,Northern Illinois,31,23,2022-09-24T23:00:00.000Z
Texas A&M,SEC,2022,Texas A&M vs Arkansas,Texas A&M,Arkansas,23,21,2022-09-24T23:00:00.000Z
Alabama,SEC,2022,Alabama vs Vanderbilt,Alabama,Vanderbilt,55,3,2022-09-24T23:30:00.000Z
South Carolina,SEC,2022,South Carolina vs Charlotte,South Carolina,Charlotte,56,20,2022-09-24T23:30:00.000Z
LSU,SEC,2022,LSU vs New Mexico,LSU,New Mexico,38,0,2022-09-24T23:30:00.000Z
Oregon State,Pac-12,2022,Oregon State vs USC,Oregon State,USC,14,17,2022-09-25T01:30:00.000Z
Arizona State,Pac-12,2022,Arizona State vs Utah,Arizona State,Utah,13,34,2022-09-25T02:30:00.000Z
Washington,Pac-12,2022,Washington vs Stanford,Washington,Stanford,40,22,2022-09-25T02:30:00.000Z
South Carolina,SEC,2022,South Carolina vs South Carolina State,South Carolina,South Carolina State,50,10,2022-09-29T23:00:00.000Z
UCLA,Pac-12,2022,UCLA vs Washington,UCLA,Washington,40,32,2022-10-01T02:30:00.000Z
Ole Miss,SEC,2022,Ole Miss vs Kentucky,Ole Miss,Kentucky,22,19,2022-10-01T16:00:00.000Z
Utah,Pac-12,2022,Utah vs Oregon State,Utah,Oregon State,42,16,2022-10-01T18:00:00.000Z
Arkansas,SEC,2022,Arkansas vs Alabama,Arkansas,Alabama,26,49,2022-10-01T19:30:00.000Z
Mississippi State,SEC,2022,Mississippi State vs Texas A&M,Mississippi State,Texas A&M,42,24,2022-10-01T20:00:00.000Z
Washington State,Pac-12,2022,Washington State vs California,Washington State,California,28,9,2022-10-01T21:30:00.000Z
Auburn,SEC,2022,Auburn vs LSU,Auburn,LSU,17,21,2022-10-01T23:00:00.000Z
Missouri,SEC,2022,Missouri vs Georgia,Missouri,Georgia,22,26,2022-10-01T23:30:00.000Z
Arizona,Pac-12,2022,Arizona vs Colorado,Arizona,Colorado,43,20,2022-10-02T01:30:00.000Z
USC,Pac-12,2022,USC vs Arizona State,USC,Arizona State,42,25,2022-10-02T02:30:00.000Z
Oregon,Pac-12,2022,Oregon vs Stanford,Oregon,Stanford,45,27,2022-10-02T03:00:00.000Z
Florida,SEC,2022,Florida vs Eastern Washington,Florida,Eastern Washington,52,17,2022-10-02T16:00:00.000Z
LSU,SEC,2022,LSU vs Tennessee,LSU,Tennessee,13,40,2022-10-08T16:00:00.000Z
Florida,SEC,2022,Florida vs Missouri,Florida,Missouri,24,17,2022-10-08T16:00:00.000Z
Mississippi State,SEC,2022,Mississippi State vs Arkansas,Mississippi State,Arkansas,40,17,2022-10-08T16:00:00.000Z
Georgia,SEC,2022,Georgia vs Auburn,Georgia,Auburn,42,10,2022-10-08T19:30:00.000Z
UCLA,Pac-12,2022,UCLA vs Utah,UCLA,Utah,42,32,2022-10-08T19:30:00.000Z
Vanderbilt,SEC,2022,Vanderbilt vs Ole Miss,Vanderbilt,Ole Miss,28,52,2022-10-08T20:00:00.000Z
Arizona State,Pac-12,2022,Arizona State vs Washington,Arizona State,Washington,45,38,2022-10-08T20:00:00.000Z
Kentucky,SEC,2022,Kentucky vs South Carolina,Kentucky,South Carolina,14,24,2022-10-08T23:30:00.000Z
USC,Pac-12,2022,USC vs Washington State,USC,Washington State,30,14,2022-10-08T23:30:00.000Z
Alabama,SEC,2022,Alabama vs Texas A&M,Alabama,Texas A&M,24,20,2022-10-09T00:00:00.000Z
Arizona,Pac-12,2022,Arizona vs Oregon,Arizona,Oregon,22,49,2022-10-09T01:00:00.000Z
Stanford,Pac-12,2022,Stanford vs Oregon State,Stanford,Oregon State,27,28,2022-10-09T03:00:00.000Z
Ole Miss,SEC,2022,Ole Miss vs Auburn,Ole Miss,Auburn,48,34,2022-10-15T16:00:00.000Z
Colorado,Pac-12,2022,Colorado vs California,Colorado,California,20,13,2022-10-15T18:00:00.000Z
Tennessee,SEC,2022,Tennessee vs Alabama,Tennessee,Alabama,52,49,2022-10-15T19:30:00.000Z
Georgia,SEC,2022,Georgia vs Vanderbilt,Georgia,Vanderbilt,55,0,2022-10-15T19:30:00.000Z
BYU,FBS Independents,2022,BYU vs Arkansas,BYU,Arkansas,35,52,2022-10-15T19:30:00.000Z
Washington,Pac-12,2022,Washington vs Arizona,Washington,Arizona,49,39,2022-10-15T21:30:00.000Z
Florida,SEC,2022,Florida vs LSU,Florida,LSU,35,45,2022-10-15T23:00:00.000Z
Notre Dame,FBS Independents,2022,Notre Dame vs Stanford,Notre Dame,Stanford,14,16,2022-10-15T23:30:00.000Z
Kentucky,SEC,2022,Kentucky vs Mississippi State,Kentucky,Mississippi State,27,17,2022-10-15T23:30:00.000Z
Utah,Pac-12,2022,Utah vs USC,Utah,USC,43,42,2022-10-16T00:00:00.000Z
Oregon State,Pac-12,2022,Oregon State vs Washington State,Oregon State,Washington State,24,10,2022-10-16T01:00:00.000Z
Tennessee,SEC,2022,Tennessee vs UT Martin,Tennessee,UT Martin,65,24,2022-10-22T16:00:00.000Z
LSU,SEC,2022,LSU vs Ole Miss,LSU,Ole Miss,45,20,2022-10-22T19:30:00.000Z
Oregon,Pac-12,2022,Oregon vs UCLA,Oregon,UCLA,45,30,2022-10-22T19:30:00.000Z
Missouri,SEC,2022,Missouri vs Vanderbilt,Missouri,Vanderbilt,17,14,2022-10-22T20:00:00.000Z
Stanford,Pac-12,2022,Stanford vs Arizona State,Stanford,Arizona State,15,14,2022-10-22T20:00:00.000Z
Alabama,SEC,2022,Alabama vs Mississippi State,Alabama,Mississippi State,30,6,2022-10-22T23:00:00.000Z
South Carolina,SEC,2022,South Carolina vs Texas A&M,South Carolina,Texas A&M,30,24,2022-10-22T23:30:00.000Z
Oregon State,Pac-12,2022,Oregon State vs Colorado,Oregon State,Colorado,42,9,2022-10-23T00:00:00.000Z
California,Pac-12,2022,California vs Washington,California,Washington,21,28,2022-10-23T02:30:00.000Z
Washington State,Pac-12,2022,Washington State vs Utah,Washington State,Utah,17,21,2022-10-28T02:00:00.000Z
Auburn,SEC,2022,Auburn vs Arkansas,Auburn,Arkansas,27,41,2022-10-29T16:00:00.000Z
Georgia,SEC,2022,Georgia vs Florida,Georgia,Florida,42,20,2022-10-29T19:30:00.000Z
California,Pac-12,2022,California vs Oregon,California,Oregon,24,42,2022-10-29T19:30:00.000Z
South Carolina,SEC,2022,South Carolina vs Missouri,South Carolina,Missouri,10,23,2022-10-29T20:00:00.000Z
Tennessee,SEC,2022,Tennessee vs Kentucky,Tennessee,Kentucky,44,6,2022-10-29T23:00:00.000Z
Arizona,Pac-12,2022,Arizona vs USC,Arizona,USC,37,45,2022-10-29T23:00:00.000Z
Texas A&M,SEC,2022,Texas A&M vs Ole Miss,Texas A&M,Ole Miss,28,31,2022-10-29T23:30:00.000Z
Colorado,Pac-12,2022,Colorado vs Arizona State,Colorado,Arizona State,34,42,2022-10-29T23:30:00.000Z
UCLA,Pac-12,2022,UCLA vs Stanford,UCLA,Stanford,38,13,2022-10-30T02:30:00.000Z
Washington,Pac-12,2022,Washington vs Oregon State,Washington,Oregon State,24,21,2022-11-05T02:30:00.000Z
Missouri,SEC,2022,Missouri vs Kentucky,Missouri,Kentucky,17,21,2022-11-05T16:00:00.000Z
Texas A&M,SEC,2022,Texas A&M vs Florida,Texas A&M,Florida,24,41,2022-11-05T16:00:00.000Z
Colorado,Pac-12,2022,Colorado vs Oregon,Colorado,Oregon,10,49,2022-11-05T19:30:00.000Z
Stanford,Pac-12,2022,Stanford vs Washington State,Stanford,Washington State,14,52,2022-11-05T19:30:00.000Z
Georgia,SEC,2022,Georgia vs Tennessee,Georgia,Tennessee,27,13,2022-11-05T19:30:00.000Z
Arkansas,SEC,2022,Arkansas vs Liberty,Arkansas,Liberty,19,21,2022-11-05T20:00:00.000Z
LSU,SEC,2022,LSU vs Alabama,LSU,Alabama,32,31,2022-11-05T23:00:00.000Z
Vanderbilt,SEC,2022,Vanderbilt vs South Carolina,Vanderbilt,South Carolina,27,38,2022-11-05T23:30:00.000Z
Mississippi State,SEC,2022,Mississippi State vs Auburn,Mississippi State,Auburn,39,33,2022-11-05T23:30:00.000Z
Utah,Pac-12,2022,Utah vs Arizona,Utah,Arizona,45,20,2022-11-05T23:30:00.000Z
Arizona State,Pac-12,2022,Arizona State vs UCLA,Arizona State,UCLA,36,50,2022-11-06T02:30:00.000Z
USC,Pac-12,2022,USC vs California,USC,California,41,35,2022-11-06T02:30:00.000Z
USC,Pac-12,2022,USC vs Colorado,USC,Colorado,55,17,2022-11-12T02:30:00.000Z
Tennessee,SEC,2022,Tennessee vs Missouri,Tennessee,Missouri,66,24,2022-11-12T17:00:00.000Z
Arkansas,SEC,2022,Arkansas vs LSU,Arkansas,LSU,10,13,2022-11-12T17:00:00.000Z
Kentucky,SEC,2022,Kentucky vs Vanderbilt,Kentucky,Vanderbilt,21,24,2022-11-12T17:00:00.000Z
Ole Miss,SEC,2022,Ole Miss vs Alabama,Ole Miss,Alabama,24,30,2022-11-12T20:30:00.000Z
Washington State,Pac-12,2022,Washington State vs Arizona State,Washington State,Arizona State,28,18,2022-11-12T20:30:00.000Z
Florida,SEC,2022,Florida vs South Carolina,Florida,South Carolina,38,6,2022-11-12T21:00:00.000Z
Mississippi State,SEC,2022,Mississippi State vs Georgia,Mississippi State,Georgia,19,45,2022-11-13T00:00:00.000Z
Oregon,Pac-12,2022,Oregon vs Washington,Oregon,Washington,34,37,2022-11-13T00:00:00.000Z
Auburn,SEC,2022,Auburn vs Texas A&M,Auburn,Texas A&M,13,10,2022-11-13T00:30:00.000Z
Oregon State,Pac-12,2022,Oregon State vs California,Oregon State,California,38,10,2022-11-13T02:00:00.000Z
Utah,Pac-12,2022,Utah vs Stanford,Utah,Stanford,42,7,2022-11-13T03:00:00.000Z
UCLA,Pac-12,2022,UCLA vs Arizona,UCLA,Arizona,28,34,2022-11-13T03:30:00.000Z
Mississippi State,SEC,2022,Mississippi State vs East Tennessee State,Mississippi State,East Tennessee State,56,7,2022-11-19T17:00:00.000Z
Alabama,SEC,2022,Alabama vs Austin Peay,Alabama,Austin Peay,34,0,2022-11-19T17:00:00.000Z
Vanderbilt,SEC,2022,Vanderbilt vs Florida,Vanderbilt,Florida,31,24,2022-11-19T17:00:00.000Z
Texas A&M,SEC,2022,Texas A&M vs Massachusetts,Texas A&M,Massachusetts,20,3,2022-11-19T17:00:00.000Z
Arizona,Pac-12,2022,Arizona vs Washington State,Arizona,Washington State,20,31,2022-11-19T19:00:00.000Z
Arizona State,Pac-12,2022,Arizona State vs Oregon State,Arizona State,Oregon State,7,31,2022-11-19T19:15:00.000Z
Kentucky,SEC,2022,Kentucky vs Georgia,Kentucky,Georgia,6,16,2022-11-19T20:30:00.000Z
Auburn,SEC,2022,Auburn vs Western Kentucky,Auburn,Western Kentucky,41,17,2022-11-19T21:00:00.000Z
California,Pac-12,2022,California vs Stanford,California,Stanford,27,20,2022-11-19T22:30:00.000Z
South Carolina,SEC,2022,South Carolina vs Tennessee,South Carolina,Tennessee,63,38,2022-11-20T00:00:00.000Z
Arkansas,SEC,2022,Arkansas vs Ole Miss,Arkansas,Ole Miss,42,27,2022-11-20T00:30:00.000Z
Missouri,SEC,2022,Missouri vs New Mexico State,Missouri,New Mexico State,45,14,2022-11-20T00:30:00.000Z
UCLA,Pac-12,2022,UCLA vs USC,UCLA,USC,45,48,2022-11-20T01:00:00.000Z
LSU,SEC,2022,LSU vs UAB,LSU,UAB,41,10,2022-11-20T02:00:00.000Z
Washington,Pac-12,2022,Washington vs Colorado,Washington,Colorado,54,7,2022-11-20T02:00:00.000Z
Oregon,Pac-12,2022,Oregon vs Utah,Oregon,Utah,20,17,2022-11-20T03:30:00.000Z
Ole Miss,SEC,2022,Ole Miss vs Mississippi State,Ole Miss,Mississippi State,22,24,2022-11-25T00:00:00.000Z
Arizona,Pac-12,2022,Arizona vs Arizona State,Arizona,Arizona State,38,35,2022-11-25T20:00:00.000Z
Missouri,SEC,2022,Missouri vs Arkansas,Missouri,Arkansas,29,27,2022-11-25T20:30:00.000Z
California,Pac-12,2022,California vs UCLA,California,UCLA,28,35,2022-11-25T21:30:00.000Z
Florida State,ACC,2022,Florida State vs Florida,Florida State,Florida,45,38,2022-11-26T00:30:00.000Z
Clemson,ACC,2022,Clemson vs South Carolina,Clemson,South Carolina,30,31,2022-11-26T17:00:00.000Z
Georgia,SEC,2022,Georgia vs Georgia Tech,Georgia,Georgia Tech,37,14,2022-11-26T17:00:00.000Z
Kentucky,SEC,2022,Kentucky vs Louisville,Kentucky,Louisville,26,13,2022-11-26T20:00:00.000Z
Alabama,SEC,2022,Alabama vs Auburn,Alabama,Auburn,49,27,2022-11-26T20:30:00.000Z
Oregon State,Pac-12,2022,Oregon State vs Oregon,Oregon State,Oregon,38,34,2022-11-26T20:30:00.000Z
Colorado,Pac-12,2022,Colorado vs Utah,Colorado,Utah,21,63,2022-11-26T21:00:00.000Z
Texas A&M,SEC,2022,Texas A&M vs LSU,Texas A&M,LSU,38,23,2022-11-27T00:00:00.000Z
Vanderbilt,SEC,2022,Vanderbilt vs Tennessee,Vanderbilt,Tennessee,0,56,2022-11-27T00:30:00.000Z
USC,Pac-12,2022,USC vs Notre Dame,USC,Notre Dame,38,27,2022-11-27T00:30:00.000Z
Washington State,Pac-12,2022,Washington State vs Washington,Washington State,Washington,33,51,2022-11-27T03:30:00.000Z
Stanford,Pac-12,2022,Stanford vs BYU,Stanford,BYU,26,35,2022-11-27T04:00:00.000Z
USC,Pac-12,2022,USC vs Utah,USC,Utah,24,47,2022-12-03T01:00:00.000Z
Georgia,SEC,2022,Georgia vs LSU,Georgia,LSU,50,30,2022-12-03T21:00:00.000Z
Vanderbilt,SEC,2023,Vanderbilt vs Hawai'i,Vanderbilt,Hawai'i,35,28,2023-08-26T23:30:00.000Z
USC,Pac-12,2023,USC vs San José State,USC,San José State,56,28,2023-08-27T00:00:00.000Z
Utah,Pac-12,2023,Utah vs Florida,Utah,Florida,24,11,2023-09-01T00:00:00.000Z
Missouri,SEC,2023,Missouri vs South Dakota,Missouri,South Dakota,35,10,2023-09-01T00:00:00.000Z
Arizona State,Pac-12,2023,Arizona State vs Southern Utah,Arizona State,Southern Utah,24,21,2023-09-01T02:00:00.000Z
Hawai'i,Mountain West,2023,Hawai'i vs Stanford,Hawai'i,Stanford,24,37,2023-09-02T03:00:00.000Z
TCU,Big 12,2023,TCU vs Colorado,TCU,Colorado,42,45,2023-09-02T16:00:00.000Z
Kentucky,SEC,2023,Kentucky vs Ball State,Kentucky,Ball State,44,14,2023-09-02T16:00:00.000Z
Tennessee,SEC,2023,Tennessee vs Virginia,Tennessee,Virginia,49,13,2023-09-02T16:00:00.000Z
